translation,concept_id,external_id
العنف الجنسي خارج العائلة,3317,dbe73631-79ae-4ab9-a3c8-65d6732c8714
العيش في أجواء الحرب,3318,cf28335f-d72c-440a-afc1-bcca39b51155
الحبس/الاحتجاز,3319,66492df1-6d26-498a-b6c7-b10931da1642
الاختطاف / التجنيد الإجباري,3320,8917acb0-e25d-4f9e-84bb-cae9998abf35
الترحيل,3321,f279409d-71ba-41c6-8301-76ee90d239dc
العنف المنزلي,3322,e25f9ca1-0b33-4765-a8c4-5da48289bda7
التعرض للتهديدات,3323,7ab56ef2-0ff7-4ebf-b7c2-42f6b46c2206
التعرض للإتجار البشري والتهريب,3324,5958f0fd-c755-4640-80d7-5ef0f9522b2e
مشاهدة أعمال العنف والقتل والتهديد بالتعرض لها,3325,107a7f52-f95d-447f-bf1a-c801e1a0082c
الإجبار على الهرب (النزوح داخلياً / الهجرة / اللجوء),3326,a8b0e025-a735-407b-b958-fe9b29c370e7
التعرض للوصم / التمييز العنصري / التهميش,3327,e702655a-57af-457a-a1ae-42e31f119f80
نوع آخر من العنف (التعرض للجرح / الضرب / التعذيب),3328,c80eb3f7-31b1-4717-a78d-0aac623fc129
الاحتجاز أو منع الحركة القسري,3329,ea673f5c-5f99-4da5-9f41-92c21446de31
محاولات انتحار سابقة,3330,160734e2-e5ed-44e9-b573-bdbb6e619e30
أذية نفس / تشويه للنفس في السابق,3331,19408a7e-e17e-4040-adec-d6aa426564ce
تعرض أفراد العائلة لتجربة عنيفة,3332,5a462534-7605-4137-8d5c-503584538eb4
الزواج القسري للبالغين,3333,a725a884-e785-4c08-b08a-386d8652faaf
زواج الأطفال,3334,cf6a1837-ad3a-4efc-b99f-4c7679a171d6
تعرض أحد أفراد العائلة للقتل أو الاختطاف (الاعتقال / الاحتجاز / الإخفاء),3335,4e3ab089-6a99-4e15-8883-3c49a150e6c6
قاصر أو يتيم من دون مرافق,3336,b10b3c8c-2f11-4f0e-9f45-2959a45997c8
اهمال مقدمي الرعاية,3337,f2be320d-7757-4525-bcb0-6005368982d7
دمار الممتلكات أو فقدانها,3338,979b6137-2d14-412d-8e07-d3f2a1743deb
فقدان مصدر الدخل,3339,c88d3256-f445-4eee-8aac-c31542386f23
موت فرد من أفراد العائلة (بشكل طبيعي أو عرضي),3340,a98876f1-98f2-4821-b7d4-e2510b4ac3f1
مشاكل عاطفية مع الشريك/ة,3341,0e61d02d-5041-4cb2-8f4c-c59b89e7a17e
الطلاق / الانفصال,3342,c461d1ad-5f8e-4e67-bcc7-70e4765640f1
الهجرة لأسباب اقتصادية,3343,dca34aab-8ed4-4d8c-9dc6-7e6862e91504
كوارث طبيعية (زلزال / تسونامي / إعصار / فيضان),3344,02dd014e-f5c7-443f-b9e7-053fdd27ce8d
حادث سير,3345,9e0945eb-68f0-4d1c-a421-27f46fa41eaa
مشاكل مالية,3346,e6957cdb-3694-4ab6-b98b-2031c02b4460
صعوبة الوضع المعيشي,3347,cd22a8af-1506-47af-9d1b-325c31c230a8
الحالات الطبية,3421,e8846576-7fae-4ae1-b747-48eccd524d4d
العنف,3422,0d56f886-875b-4932-a0c2-cde2886a286c
الانفصال او الفقد,3423,2e8cee73-d7ec-490f-8422-30bc7615e24d
الكوارث,3424,73fcb975-b93d-4de6-bd42-dfeb1a221412
العناية الطبية (منظمة أطباء بلا حدود، أو وزارة الصحة، أو منظمة غير حكومية),1003,5f121c90-eca2-4af4-bc2f-49ad1a50ff2e
خدمات الصحة النفسية لدى منظمة أطباء بلا حدود,3350,485939c5-1e77-4495-b5e1-77fb2abbcfd7
خدمات الصحة النفسية من غير منظمة أطباء بلا حدود,3351,489b042d-5ed4-436f-944c-27b7f31bef3f
الخدمات الاجتماعية,3348,978fa5d2-e6c4-4b2a-a293-73c098de0af6
الخدمات القانونية,1006,8fe43e9c-dd37-4f61-8f30-e3ac2f3b9445
خدمات الحماية,1007,eff27d0b-d485-4983-814f-febbc4fe185a
الارسال الى المستشفى,46,6b8fca2d-0147-4dd8-a8f5-3b813152b952
عاملو صحة مجتمع,3349,9bcbf231-c6ca-41c4-b247-bc4bced260c3
المريض نسي الجلسة,3378,df40472b-d192-4d0d-87c6-dadfae58270d
لا وسائل مواصلات / لم يستطع المجيء,3379,988d1f88-1202-4a13-8ae7-02156b5ccbe2
لا يمكن الوصول إلى المريض,3380,e0f8014a-aa6c-4a59-aa09-ed6e3dad6b47
المريض لم يعد يرغب بتلقي الخدمة,3381,49da2b46-b7d1-4ba7-ba57-cfe219694a9c
المريض كان مشغولاً,3382,cd1a5f24-c862-4cb6-9ef9-db2f3d46aad2
الخروج بالتوافق مع المريض: نهاية الرعاية.,3408,76a8d333-9cdd-4375-b1a2-a2487365d8f3
الخروج بالتوافق مع المريض: استشارة واحدة.,3409,193d1bc8-5b68-4beb-a319-5278dea965bb
 الخروج بالتوافق مع المريض: المريض انتقل الى موقع اخر.,3410,6df81c5c-1b71-4df2-90b4-7ce57b34f32a
الخروج بالتوافق مع المريض: تمت إحالة المريض.,3411,8e67e45a-82de-4a3a-896f-2ef326375fa5
لا يمكن للمريض الوصول إلى الخدمة: أطباء بلا حدود لم تعد بالمنطقة.,3412,1cb43f9e-16f1-41d9-af61-ff0ca1bdda6b
لا يمكن للمريض الوصول إلى الخدمة: مشاكل النقل.,3413,c6c45e52-4226-45de-989e-010ecc8c5a52
لا يمكن للمريض الوصول إلى الخدمة: موقوف / مخطوف.,3414,032e96fe-26f1-48e9-ad8f-115c40bd05d7
توقف المتابعة: لا يمكن تتبع المريض.,3415,e6e89670-8072-4362-a8d3-20ccf58df7d3
توقف المتابعة: المريض لم يكن راضياً على الخدمة / توقعات لم تتم تلبيتها.,3416,e813870b-c8db-488a-82ab-49b1446d1854
متوفى / مفقود.,3417,380f61cd-b510-4830-97d8-7010b160c322
تم تحقيقه ,3418,fa2f265a-3fa5-4d93-b750-c84d5e659113
تحديات,3420,e3920288-c60e-453f-810c-e707924c37e3
كلا على الاطلاق,976,ed0e2463-c990-4341-b095-53b899707af9
بعض الأيام,977,b631d160-8d40-4cf7-92cd-67f628c889e8
أآثر من نصف الأيام,978,234259ec-5368-4488-8482-4f261cc76714
آل يوم تقريباً,979,8ff1f85c-4f04-4f5b-936a-5aa9320cb66e
قليلا,3061,f6a5ea2d-fc7d-4e9e-8dfd-dbbea05cd9a0
بعض,3249,edf347b1-ee57-4d8f-babb-97acca20c3cb
كمية جيدة,3060,de7fa192-bf2e-4991-a81f-582c4b50ae51
كثيرا,3062,0f074510-1ff6-4924-bfef-effdcffd44f8
نعم,931,681cf0bc-5213-492a-8470-0a0b3cc324dd
لا,930,a5c5563e-df0e-4742-a335-b24fb63664ee
